"Latitud";"Longitud";"Nombre parada";"Ramal";"Sentido";"Orden";"Seccion"
-34.7218133;-58.2525212;Garibaldi y Sarmiento;213;Vuelta;1;1
-34.7212710;-58.2515609;Garibaldi y Paz;213;Vuelta;1;1
-34.7208565;-58.2506061;Garibaldi y Pringles;213;Vuelta;1;1
-34.7203715;-58.2497263;Garibaldi y Belgrano;213;Vuelta;1;1
-34.7193750;-58.2478327;Garibaldi y Allison Bell;213;Vuelta;1;1
-34.7183962;-58.2461751;Garibaldi y Cevallos;213;Vuelta;1;1
-34.7173335;-58.2470709;Cevallos y Otamendi;213;Vuelta;1;1
-34.7163458;-58.2463950;Otamendi y Monrroe;213;Vuelta;1;1
-34.7152699;-58.2447052;Otamendi y Mozart;213;Vuelta;1;1
-34.7142204;-58.2428920;Otamendi y A Lora;213;Vuelta;1;1
-34.7131224;-58.2411003;Otamendi y Toledo;213;Vuelta;1;1
-34.7115702;-58.2385039;Otamendi y Tte Brussa;213;Vuelta;1;1
-34.7104634;-58.2366693;Otamendi y Panizza;213;Vuelta;1;1
-34.7094447;-58.2348132;Otamendi y J B Justo;213;Vuelta;1;1
-34.7086465;-58.2334399;Otamendi y Yoldi;213;Vuelta;1;1
-34.7072045;-58.2310367;Otamendi y Cervantes;213;Vuelta;1;1
-34.7079277;-58.2279146;Cervantes y Olavarría;213;Vuelta;1;1
-34.7101723;-58.2240576;Cervantes y Iriarte;213;Vuelta;1;1
-34.7126374;-58.2201898;Cervantes y 25 bis;213;Vuelta;1;1
-34.7176422;-58.2124436;Cervantes y Echeverría;213;Vuelta;1;1
-34.7173335;-58.2470709;Cevallos y Otamendi;286;Vuelta;1;1
-34.7163458;-58.2463950;Otamendi y Monrroe;286;Vuelta;1;1
-34.7152699;-58.2447052;Otamendi y Mozart;286;Vuelta;1;1
-34.7142204;-58.2428920;Otamendi y A Lora;286;Vuelta;1;1
-34.7131224;-58.2411003;Otamendi y Toledo;286;Vuelta;1;1
-34.7115702;-58.2385039;Otamendi y Tte Brussa;286;Vuelta;1;1
-34.7104634;-58.2366693;Otamendi y Panizza;286;Vuelta;1;1
-34.7094447;-58.2348132;Otamendi y J B Justo;286;Vuelta;1;1
-34.7086465;-58.2334399;Otamendi y Yoldi;286;Vuelta;1;1
-34.7072045;-58.2310367;Otamendi y Cervantes;286;Vuelta;1;1
-34.7079983;-58.2277966;Cervantes y Olavarría;286;Vuelta;1;1
-34.7101238;-58.2241380;Cervantes y Iriarte;286;Vuelta;1;1
-34.7115526;-58.2218206;Cervantes y 25 bis;286;Vuelta;1;1
-34.7175760;-58.2126045;Cervantes y Echeverría;286;Vuelta;1;1
-34.7152699;-58.2447052;Otamendi y Mozart;287;Vuelta;1;1
-34.7142204;-58.2428920;Otamendi y A Lora;287;Vuelta;1;1
-34.7131224;-58.2411003;Otamendi y Toledo;287;Vuelta;1;1
-34.7115702;-58.2385039;Otamendi y Tte Brussa;287;Vuelta;1;1
-34.7104634;-58.2366693;Otamendi y Panizza;287;Vuelta;1;1
-34.7094447;-58.2348132;Otamendi y J B Justo;287;Vuelta;1;1
-34.7086465;-58.2334399;Otamendi y Yoldi;287;Vuelta;1;1
-34.7072045;-58.2310367;Otamendi y Cervantes;287;Vuelta;1;1
-34.7080071;-58.2278395;Cervantes y Olavarría;287;Vuelta;1;1
-34.7101767;-58.2240522;Cervantes y Iriarte;287;Vuelta;1;1
-34.7127167;-58.2201040;Cervantes y 25 bis;287;Vuelta;1;1
-34.7176113;-58.2125187;Cervantes y Echaverria;287;Vuelta;1;1
-34.6420352;-58.4230828;Av La Plata F de la Cruz;288;Vuelta;1;1
-34.6447141;-58.4212911;Av La Plata F Rivera;288;Vuelta;1;1
-34.6469295;-58.4194511;Av La Plata Tabare;288;Vuelta;1;1
-34.6480858;-58.4170103;Av La Plata Saenz;288;Vuelta;1;1
-34.6513602;-58.4164739;Saenz y Esquiú (metrobus);288;Vuelta;1;1
-34.6896863;-58.3013642;Las Flores y Robles;241;Vuelta;1;1
-34.6915900;-58.3034500;Las Flores y Pino;241;Vuelta;1;1
-34.6940130;-58.3021820;Guamini y R Español;241;Vuelta;1;1
-34.6956770;-58.3015980;Lincoln y Oroño;241;Vuelta;1;1
-34.6942400;-58.3034830;Oroño y Lartigau;241;Vuelta;1;1
-34.6933850;-58.3045770;Oroño y Las Flores;241;Vuelta;1;1
-34.6942350;-58.3064870;Las Flores y Ortega;241;Vuelta;1;1
-34.6959500;-58.3079700;Las Flores y San Nicolas;241;Vuelta;1;1
-34.6940300;-58.3104700;San Nicolas y Bahia Blanca;241;Vuelta;1;1
-34.6929415;-58.3118033;San Nicolas y Piran;241;Vuelta;1;1
-34.6920020;-58.3131498;San Nicolas y J Vucetich;241;Vuelta;1;1
-34.6927850;-58.3142430;J Vucetich y Merlo;241;Vuelta;1;1
-34.6919844;-58.3154458;Merlo y Lobos;241;Vuelta;1;1
-34.6905465;-58.3173233;Merlo y Carnot;241;Vuelta;1;1
-34.6895937;-58.3185786;Merlo y Patagones;241;Vuelta;1;1
-34.6883498;-58.3201128;Merlo y Adrogue;241;Vuelta;1;1
-34.6876088;-58.3211267;Merlo y Arebalo;241;Vuelta;1;1
-34.6856944;-58.3237553;Merlo y Darwin;241;Vuelta;1;1
-34.6847107;-58.3245438;Otero y Merlo;241;Vuelta;1;1
-34.6830654;-58.3226073;Otero y Tres Arroyos;241;Vuelta;1;1
-34.6816758;-58.3237284;Tres Arroyos y Washington;241;Vuelta;1;1
-34.6793510;-58.3266413;Tres Arroyos y Obarrio;241;Vuelta;1;1
-34.6778555;-58.3285940;Tres Arroyos y Ramallo;241;Vuelta;1;1
-34.6767968;-58.3308738;Tres Arollos y Rotonda;241;Vuelta;1;1
-34.6765453;-58.3350635;Nicaragua y Walmart;241;Vuelta;1;1
-34.6779482;-58.3366513;Nicaragua y Carlos Gardel;241;Vuelta;1;1
-34.6755792;-58.3368552;Edison y Cucha Cucha;241;Vuelta;1;1
-34.6743174;-58.3368230;Edison y Escalada;241;Vuelta;1;1
-34.6731616;-58.3379924;Rivera Indarte y Genova;241;Vuelta;1;1
-34.6752086;-58.3382499;Genova y Cucha Cucha;241;Vuelta;1;1
-34.6765762;-58.3395588;Argelo y Morse;241;Vuelta;1;1
-34.6765585;-58.3416724;Argelo y Arribeños;241;Vuelta;1;1
-34.6777055;-58.3430189;Arribeños y Ayola;241;Vuelta;1;1
-34.6762541;-58.3449072;Estrada y Cucha Cucha;241;Vuelta;1;1
-34.6763821;-58.3474338;Escalada y Mitre;241;Vuelta;1;1
-34.6751733;-58.3492309;B Mitre y Piñero;241;Vuelta;1;1
-34.6736160;-58.3506525;B Mitre y H Cortés;241;Vuelta;1;1
-34.6720101;-58.3521813;B Mitre y Spurr;241;Vuelta;1;1
-34.6700909;-58.3539784;B Mitre y Beguiristain;241;Vuelta;1;1
-34.6098993;-58.5098523;Segurola y Pedro Lozano;287;Vuelta;1;1
-34.6121775;-58.5080069;Segurola y Nogoya;287;Vuelta;1;1
-34.6150163;-58.5053462;Segurola y Santo tomé;287;Vuelta;1;1
-34.6177535;-58.5026479;Segurola y Alvarez Jonte;287;Vuelta;1;1
-34.6195591;-58.5005558;Segurola y Miranda;287;Vuelta;1;1
-34.6204287;-58.4993809;Segurola y E Gonzalez;287;Vuelta;1;1
-34.6216118;-58.4979218;Segurola y Pablo Podestá;287;Vuelta;1;1
-34.6230200;-58.4961301;Segurola y Camarones;287;Vuelta;1;1
-34.6238544;-58.4950626;Segurola y M Cervantes;287;Vuelta;1;1
-34.6255539;-58.4929329;Segurola y R Escalada SM;287;Vuelta;1;1
-34.6266751;-58.4915435;Segurola y Juan B Justo;287;Vuelta;1;1
-34.6275226;-58.4904063;Segurola y Gaona;287;Vuelta;1;1
-34.6291073;-58.4884483;Segurola y Aranguren;287;Vuelta;1;1
-34.6318882;-58.4850097;Segurola y Bacacay;287;Vuelta;1;1
-34.6335963;-58.4807235;Rivadavia y Candelaria;287;Vuelta;1;1
-34.6327224;-58.4772152;Rivadavia y dolores;287;Vuelta;1;1
-34.6315792;-58.4726715;Rivadavia y José Marti;287;Vuelta;1;1
-34.6305419;-58.4689111;Rivadavia y Nazca (metrobus);287;Vuelta;1;1
-34.6281848;-58.4604943;Rivadavia y Bonorino;287;Vuelta;1;1
-34.6263838;-58.4561062;Rivadavia y Carabobo;287;Vuelta;1;1
-34.6254524;-58.4536171;Rivadavia y Curapaligue;287;Vuelta;1;1
-34.6236910;-58.4491110;Rivadavia y Puan;287;Vuelta;1;1
-34.6228744;-58.4467989;Rivadavia y Hortiguera;287;Vuelta;1;1
-34.6206495;-58.4405279;Rosario y Centenera;287;Vuelta;1;1
-34.6195149;-58.4364295;Rosario y José M Moreno;287;Vuelta;1;1
-34.6187600;-58.4319717;Rosario y Doblas;287;Vuelta;1;1
-34.6184245;-58.4292412;Rosario y Av La Plata;287;Vuelta;1;1
-34.6215544;-58.4279805;Av La Plata y Alberdi;287;Vuelta;1;1
-34.6247328;-58.4272939;Av La Plata y Pedro Goyena;287;Vuelta;1;1
-34.6266045;-58.4268701;Av La Plata y Directorio;287;Vuelta;1;1
-34.6309524;-58.4259206;Av La Plata y Asamblea;287;Vuelta;1;1
-34.6333359;-58.4252930;Av La Plata y Santander;287;Vuelta;1;1
-34.6365447;-58.4245098;Av La Plata Zaraza;287;Vuelta;1;1
-34.6398373;-58.4235871;Av La Plata y Cobo;287;Vuelta;1;1
-34.6420352;-58.4230828;Av La Plata F de la Cruz;287;Vuelta;1;1
-34.6447141;-58.4212911;Av La Plata F Rivera;287;Vuelta;1;1
-34.6469295;-58.4194511;Av La Plata Tabare;287;Vuelta;1;1
-34.6480858;-58.4170103;Av La Plata Saenz;287;Vuelta;1;1
-34.6513602;-58.4164739;Saenz y Esquiú (metrobus);287;Vuelta;1;1
-34.6625727;-58.4174234;R de Escalada y Palacios;287;Vuelta;1;1
-34.6663628;-58.4158409;Peron y Crotti;287;Vuelta;1;1
-34.6674834;-58.4142959;Peron y L Valentinas;287;Vuelta;1;1
-34.6687365;-58.4126329;Peron y Valparaiso;287;Vuelta;1;1
-34.6700689;-58.4108520;Peron y Armenia;287;Vuelta;1;1
-34.6712513;-58.4092373;Peron y Paso de Burgos;287;Vuelta;1;1
-34.6719836;-58.4081858;Peron y Itapiru;287;Vuelta;1;1
-34.6731748;-58.4066731;Peron y Rucci;287;Vuelta;1;1
-34.6743218;-58.4051496;Peron y Balbin;287;Vuelta;1;1
-34.6760159;-58.4027839;Peron y Oliden;287;Vuelta;1;1
-34.6771497;-58.4012282;Peron y Rivadavia;287;Vuelta;1;1
-34.6788525;-58.3996618;Peron y Humberto Primo;287;Vuelta;1;1
-34.6804274;-58.3983260;Peron y La Rioja;287;Vuelta;1;1
-34.6818567;-58.3971083;Peron y Fernandez;287;Vuelta;1;1
-34.6829551;-58.3960944;Peron y Catamarca;287;Vuelta;1;1
-34.6839785;-58.3952790;Peron y San Martín;287;Vuelta;1;1
-34.6852180;-58.3936161;Peron y Santiago del Estero;287;Vuelta;1;1
-34.6866075;-58.3917117;Peron y Noya;287;Vuelta;1;1
-34.6880896;-58.3897215;Peron y Bolivia;287;Vuelta;1;1
-34.6884910;-58.3879137;H Yrigoyen y Bourchard;287;Vuelta;1;1
-34.6869383;-58.3872324;H Yrigoyen y Bueras;287;Vuelta;1;1
-34.6847813;-58.3863419;H Yrigoyen y Brasil;287;Vuelta;1;1
-34.6867398;-58.3832949;Puente Gerli;287;Vuelta;1;1
-34.6895673;-58.3796310;Bustamante y Lacarra;287;Vuelta;1;1
-34.6914683;-58.3772439;Bustamante y Donovan;287;Vuelta;1;1
-34.6924034;-58.3762246;Bustamante y Mamberti;287;Vuelta;1;1
-34.6944632;-58.3738375;Bustamante y Sarmiento;287;Vuelta;1;1
-34.6963200;-58.3715791;Bustamante y Basavilbaso;287;Vuelta;1;1
-34.6974403;-58.3702862;Bustamante y Salta;287;Vuelta;1;1
-34.6994470;-58.3674109;Bustamante y Ferré;287;Vuelta;1;1
-34.7002541;-58.3643800;C Belgrano y Madariaga;287;Vuelta;1;1
-34.6993721;-58.3626312;Madariaga y Venezuela;287;Vuelta;1;1
-34.6979166;-58.3611667;Madariaga y Cangallo;287;Vuelta;1;1
-34.6963024;-58.3596003;Madariaga y Pitagoras;287;Vuelta;1;1
-34.6953056;-58.3586830;Madariaga y Casacuberta;287;Vuelta;1;1
-34.6932988;-58.3567250;Madariaga y Heredia;287;Vuelta;1;1
-34.6908640;-58.3539945;Madariaga y C Larralde;287;Vuelta;1;1
-34.6923902;-58.3517790;Larralde y R Sarrat;287;Vuelta;1;1
-34.6940618;-58.3497781;Larralde y Deheza;287;Vuelta;1;1
-34.6953321;-58.3482814;Larralde y Suipacha;287;Vuelta;1;1
-34.6969243;-58.3463770;Larralde y el Salvador;287;Vuelta;1;1
-34.6987987;-58.3441401;Larralde y Puerto de Palos;287;Vuelta;1;1
-34.7007348;-58.3417958;Larralde y Pierres;287;Vuelta;1;1
-34.7021417;-58.3401489;Larralde y Centenario Uru;287;Vuelta;1;1
-34.7035927;-58.3381158;Larralde y Chascomus;287;Vuelta;1;1
-34.7049951;-58.3362222;Larralde y B. de Los Italianos;287;Vuelta;1;1
-34.7063490;-58.3346450;Larralde y Mendez;287;Vuelta;1;1
-34.7070942;-58.3336794;Larralde y Cotagaita;287;Vuelta;1;1
-34.7086730;-58.3317375;Larralde y Condarco;287;Vuelta;1;1
-34.7102252;-58.3298117;Larralde y Paisandú;287;Vuelta;1;1
-34.7116805;-58.3280200;Larralde y Ascasubi;287;Vuelta;1;1
-34.7107897;-58.3252949;Onsari y Mansilla;287;Vuelta;1;1
-34.7093300;-58.3236265;Onsari y Villegas;287;Vuelta;1;1
-34.7080512;-58.3220494;Onsari y Solier;287;Vuelta;1;1
-34.7062696;-58.3199948;Onsari y Belgrano;287;Vuelta;1;1
-34.7046070;-58.3181441;Onsari y Mitre;287;Vuelta;1;1
-34.7050789;-58.3164597;Mitre y Echeverria;287;Vuelta;1;1
-34.7063578;-58.3151293;Mitre y Victor Hugo;287;Vuelta;1;1
-34.7077425;-58.3137560;Mitre y Lynch;287;Vuelta;1;1
-34.7092507;-58.3122861;Mitre y Neuquén;287;Vuelta;1;1
-34.7109352;-58.3104408;Av Los Quilmes y Pilcomayo;287;Vuelta;1;1
-34.7109705;-58.3084774;D Rocha y Pampa;287;Vuelta;1;1
-34.7124081;-58.3051568;D Rocha y Chaco;287;Vuelta;1;1
-34.7136207;-58.3022547;D Rocha y Montevideo;287;Vuelta;1;1
-34.7153581;-58.2987463;D Rocha y Cerrito;287;Vuelta;1;1
-34.7165971;-58.2962197;D Rocha y Alem;287;Vuelta;1;1
-34.7178318;-58.2937628;D Rocha y Avellaneda;287;Vuelta;1;1
-34.7194279;-58.2906032;D Rocha y Zapiola;287;Vuelta;1;1
-34.7218177;-58.2885218;D Rocha y Liniers;287;Vuelta;1;1
-34.7229641;-58.2874382;Lamadir y Dardo Rocha;287;Vuelta;1;1
-34.7220117;-58.2854640;Lamadird y Condarco;287;Vuelta;1;1
-34.7210241;-58.2836080;Lamadrid y M Rodriguez;287;Vuelta;1;1
-34.7199747;-58.2816339;Lamadrid y Blas Parera;287;Vuelta;1;1
-34.7189341;-58.2797134;Lamadir y Urquiza;287;Vuelta;1;1
-34.7178141;-58.2774067;Lamadrid y Larrea;287;Vuelta;1;1
-34.7169763;-58.2758510;Lamadrid y A Baranda;287;Vuelta;1;1
-34.7182462;-58.2744348;A Baranda y La Rioja;287;Vuelta;1;1
-34.7202040;-58.2731634;A Baranda y Rep del Libano;287;Vuelta;1;1
-34.7218486;-58.2718921;A Baranda y San Luis;287;Vuelta;1;1
-34.7235505;-58.2702345;R Lopez y A Baranda;287;Vuelta;1;1
-34.7227613;-58.2686895;R Lopez y B de Irigoyen;287;Vuelta;1;1
-34.7218089;-58.2668012;R Lopez y V Lopez;287;Vuelta;1;1
-34.7201378;-58.2656801;I Olivieri y Gran Canaria;287;Vuelta;1;1
-34.7205920;-58.2623059;Yrigoyen y Colon;287;Vuelta;1;1
-34.7222631;-58.2611471;Yrigoyen y Videla;287;Vuelta;1;1
-34.7244500;-58.2598543;Alem y Gaboto;287;Vuelta;1;1
-34.7246836;-58.2581592;Garibaldi y San Martin;287;Vuelta;1;1
-34.7241854;-58.2572097;Garibaldi y Moreno;287;Vuelta;1;1
-34.7232948;-58.2554072;Garibaldi y Brown;287;Vuelta;1;1
-34.7227789;-58.2544255;Garibaldi y Alvear;287;Vuelta;1;1
-34.7218133;-58.2525212;Garibaldi y Sarmiento;287;Vuelta;1;1
-34.7212710;-58.2515609;Garibaldi y Paz;287;Vuelta;1;1
-34.7208565;-58.2506061;Garibaldi y Pringles;287;Vuelta;1;1
-34.7203715;-58.2497263;Garibaldi y Belgrano;287;Vuelta;1;1
-34.7193750;-58.2478327;Garibaldi y Allison Bell;287;Vuelta;1;1
-34.6320100;-58.4839100;Mercedez y Bacacay;9433;Ida;142;13
-34.6300470;-58.4848320;Mercedez y Avellaneda;9433;Ida;143;13
-34.6277120;-58.4859020;Mercedez y Morón;9433;Ida;144;13
-34.6266320;-58.4876530;Av Gaona y Gualeguaychu;9433;Ida;145;13
-34.6268720;-58.4893000;Sanabria y Juan B. Justo;9433;Ida;146;14
-34.6249920;-58.4916500;Sanabria y R.deE.San Martin;9433;Ida;147;14
-34.6232250;-58.4938600;Sanabria y M Cervantes;9433;Ida;148;14
-34.6216251;-58.4958780;Sanabria y San Blas;9433;Ida;149;14
-34.6192589;-58.4988284;Sanabria y Miranda;9433;Ida;150;14
-34.6171380;-58.5013630;Sanabria y A.Jonte;9433;Ida;151;14
-34.6144970;-58.5033830;Sanabria y Snato Tomé;9433;Ida;152;14
-34.6115080;-58.5060470;Sanabria y Nogoyá;9433;Ida;153;14
-34.6091630;-58.5081070;Sanabria y P.Lozano;9433;Ida;154;14
-34.6074003;-58.5095894;Sanabria y Simbron;9433;Ida;155;14
-34.6058638;-58.5109091;Sanabria y Beiró;9433;Ida;156;15
-34.6075063;-58.5145569;Beiró y Marcos Paz;9433;Ida;157;15
-34.6096079;-58.5178721;Beiró y Desaguadero;9433;Ida;158;15
-34.6110750;-58.5202920;Beiró y Bermudez;9433;Ida;159;15
-34.6138200;-58.5248970;Beiró y L.de Vega;9433;Ida;160;15
-34.6158066;-58.5274637;Beiró y Moliere;9433;Ida;161;15
-34.6174665;-58.5296202;Beiró y Gral Paz;9433;Ida;162;15
-34.6191176;-58.5312724;Av Gral Paz y San Roque;9433;Ida;163;15
-34.6228214;-58.5313421;Roca y R A de Siria;9433;Ida;164;15
-34.6240177;-58.5326779;Roca y E Manzoni;9433;Ida;165;15
-34.6251670;-58.5340070;Roca y Barragán;9433;Ida;166;15
-34.6267650;-58.5358100;Roca y San Ignacio;9433;Ida;167;15
-34.6285500;-58.5348670;Bergamini y Croacia;9433;Ida;168;15
-34.7183962;-58.2461751;Garibaldi y Cevallos;286;Vuelta;1;1
-34.7223170;-58.2557270;Alem y Brown;287;Ida;1;1
-34.7233200;-58.2576070;Alem y Moreno;287;Ida;1;1
-34.7240928;-58.2592857;Alem y H Yrigoyen;287;Ida;1;1
-34.7232904;-58.2602835;Yrigoyen y Alsina;287;Ida;1;1
-34.7217340;-58.2614529;Yrigoyen y 9 de Julio;287;Ida;1;1
-34.7207820;-58.2622130;Yrigoyen y Colon;287;Ida;1;1
-34.7183962;-58.2461751;Garibaldi y Cevallos;287;Vuelta;1;1
-34.7173335;-58.2470709;Cevallos y Otamendi;287;Vuelta;1;1
-34.7163458;-58.2463950;Otamendi y Monrroe;287;Vuelta;1;1
-34.6284584;-58.5343730;Croacia y Bergamini;288;Vuelta;1;1
-34.6279508;-58.5345072;San ignacio y Croacia;288;Vuelta;1;1
-34.6271386;-58.5355800;San ignacio y G Roca;288;Vuelta;1;1
-34.6265118;-58.5364598;San ignacio y Pelegrini;288;Vuelta;1;1
-34.6252449;-58.5355693;Pelegrini y Necochea;288;Vuelta;1;1
-34.6240000;-58.5341477;Pelegrini y Dardo Rocha;288;Vuelta;1;1
-34.6226360;-58.5326350;Pelegrini y R A Siria;288;Vuelta;1;1
-34.6216030;-58.5336220;Rep A Siria y San Roque;288;Vuelta;1;1
-34.6207775;-58.5329998;San Roque y Los Andes;288;Vuelta;1;1
-34.6192809;-58.5314494;San Roque Y Gral Paz;288;Vuelta;1;1
-34.6179875;-58.5301888;Beiró y Irigoyen;288;Vuelta;1;1
-34.6138287;-58.5248297;Beiró y Lopez de Vega;288;Vuelta;1;1
-34.6110031;-58.5202163;Beiró y Bermudez;288;Vuelta;1;1
-34.6075814;-58.5145140;Beiró y Marcos Paz;288;Vuelta;1;1
-34.6062435;-58.5132855;Segurola y Navarro;288;Vuelta;1;1
-34.6046054;-58.5136288;Cantilo y Sanabria;288;Vuelta;1;1
-34.6036296;-58.5120088;Cantilo y Gualeguaychu;288;Vuelta;1;1
-34.6048262;-58.5106087;Gualeguaychu y Beiró;288;Vuelta;1;1
-34.6072679;-58.5120517;Segurola y Varela;288;Vuelta;1;1
-34.6098993;-58.5098523;Segurola y Pedro Lozano;288;Vuelta;1;1
-34.6121775;-58.5080069;Segurola y Nogoya;288;Vuelta;1;1
-34.6150163;-58.5053462;Segurola y Santo tomé;288;Vuelta;1;1
-34.6177535;-58.5026479;Segurola y Alvarez Jonte;288;Vuelta;1;1
-34.6195591;-58.5005558;Segurola y Miranda;288;Vuelta;1;1
-34.6204287;-58.4993809;Segurola y E Gonzalez;288;Vuelta;1;1
-34.6216118;-58.4979218;Segurola y Pablo Podestá;288;Vuelta;1;1
-34.6230200;-58.4961301;Segurola y Camarones;288;Vuelta;1;1
-34.6238544;-58.4950626;Segurola y M Cervantes;288;Vuelta;1;1
-34.6255539;-58.4929329;Segurola y R Escalada SM;288;Vuelta;1;1
-34.6266751;-58.4915435;Segurola y Juan B Justo;288;Vuelta;1;1
-34.6275226;-58.4904063;Segurola y Gaona;288;Vuelta;1;1
-34.6291073;-58.4884483;Segurola y Aranguren;288;Vuelta;1;1
-34.6318882;-58.4850097;Segurola y Bacacay;288;Vuelta;1;1
-34.6335963;-58.4807235;Rivadavia y Candelaria;288;Vuelta;1;1
-34.6327224;-58.4772152;Rivadavia y dolores;288;Vuelta;1;1
-34.6315792;-58.4726715;Rivadavia y José Marti;288;Vuelta;1;1
-34.6305419;-58.4689111;Rivadavia y Nazca (metrobus);288;Vuelta;1;1
-34.6281848;-58.4604943;Rivadavia y Bonorino;288;Vuelta;1;1
-34.6263838;-58.4561062;Rivadavia y Carabobo;288;Vuelta;1;1
-34.6254524;-58.4536171;Rivadavia y Curapaligue;288;Vuelta;1;1
-34.6236910;-58.4491110;Rivadavia y Puan;288;Vuelta;1;1
-34.6228744;-58.4467989;Rivadavia y Hortiguera;288;Vuelta;1;1
-34.6206495;-58.4405279;Rosario y Centenera;288;Vuelta;1;1
-34.6195149;-58.4364295;Rosario y José M Moreno;288;Vuelta;1;1
-34.6187600;-58.4319717;Rosario y Doblas;288;Vuelta;1;1
-34.6184245;-58.4292412;Rosario y Av La Plata;288;Vuelta;1;1
-34.6215191;-58.4278947;Av La Plata y Alberdi;288;Vuelta;1;1
-34.6247328;-58.4272939;Av La Plata y Pedro Goyena;288;Vuelta;1;1
-34.6266045;-58.4268701;Av La Plata y Directorio;288;Vuelta;1;1
-34.6309524;-58.4259206;Av La Plata y Asamblea;288;Vuelta;1;1
-34.6333359;-58.4252930;Av La Plata y Santander;288;Vuelta;1;1
-34.6365447;-58.4245098;Av La Plata Zaraza;288;Vuelta;1;1
-34.6398373;-58.4235871;Av La Plata y Cobo;288;Vuelta;1;1
-34.6174665;-58.5296202;Beiró y Gral Paz;9434;Ida;162;15
-34.6191176;-58.5312724;Av Gral Paz y San Roque;9434;Ida;163;15
-34.6228214;-58.5313421;Roca y R A Siria;9434;Ida;164;15
-34.7048143;-58.3184499;Onsari y Brandsen;286;Ida;1;1
-34.7057845;-58.3195657;Onsari y Belgrano;286;Ida;1;1
-34.7077822;-58.3219206;Onsari y Solier;286;Ida;1;1
-34.7094227;-58.3238465;Onsari y Villegas;286;Ida;1;1
-34.7105031;-58.3251125;Onsari y Mansilla;286;Ida;1;1
-34.7112263;-58.3264321;Arredondo y Ascasubi;286;Ida;1;1
-34.7102164;-58.3277035;Arredondo y J Hernandez;286;Ida;1;1
-34.7084304;-58.3298439;Arredondo y Condarco;286;Ida;1;1
-34.7066885;-58.3320808;Arredondo y Cotagaita;286;Ida;1;1
-34.7052950;-58.3337599;Arredondo y De La Peña;286;Ida;1;1
-34.7040116;-58.3352673;Arredondo y B. de Los Italianos;286;Ida;1;1
-34.7042806;-58.3368015;Matanza y Larralde;286;Ida;1;1
-34.7060799;-58.3389097;Matanza y La Fuente;286;Ida;1;1
-34.7190223;-58.2634753;Yrigoyen y Alberdi;287;Ida;1;1
-34.7197057;-58.2657820;Gran Canaria y P Oliveri;287;Ida;1;1
-34.7206890;-58.2650256;Gran Canaria y R Lopez;287;Ida;1;1
-34.7216750;-58.2665870;R Lopez y V Lopez;287;Ida;1;1
-34.7226570;-58.2685150;R Lopez y B Irigoyen;287;Ida;1;1
-34.7235850;-58.2703480;R Lopez y A Baranda;287;Ida;1;1
-34.7220646;-58.2716775;A Baranda y San Luis;287;Ida;1;1
-34.7204773;-58.2728469;A Baranda y Rep Libano;287;Ida;1;1
-34.7185813;-58.2741022;A Baranda y La Rioja;287;Ida;1;1
-34.7168705;-58.2757330;Lamadrid y A Baranda;287;Ida;1;1
-34.7176818;-58.2772672;Lamadrid y Larrea;287;Ida;1;1
-34.7186695;-58.2792735;Lamadrid y Urquiza;287;Ida;1;1
-34.7197454;-58.2813710;Lamadrid y Blas Parera;287;Ida;1;1
-34.7207463;-58.2832378;Lamadrid y M Rodriguez;287;Ida;1;1
-34.7218310;-58.2853729;Lamadrid y Condarco;287;Ida;1;1
-34.7226334;-58.2878083;Lamadrid y D Rocha;287;Ida;1;1
-34.7216017;-58.2884574;Dardo Rocha y Liniers;287;Ida;1;1
-34.7196749;-58.2898039;Dardo Rocha y Zapiola;287;Ida;1;1
-34.7189473;-58.2909089;Dardo Rocha y Don Bosco;287;Ida;1;1
-34.7179905;-58.2929313;Dardo Rocha y Avellaneda;287;Ida;1;1
-34.7165354;-58.2958496;Dardo Rocha y Alem;287;Ida;1;1
-34.7154595;-58.2979363;Dardo Rocha y Cerrito;287;Ida;1;1
-34.7138632;-58.3011281;Dardo Rocha y Montevideo;287;Ida;1;1
-34.7126285;-58.3037567;Dardo Rocha y Formosa;287;Ida;1;1
-34.7115349;-58.3063155;Dardo Rocha y Los Andes;287;Ida;1;1
-34.7109396;-58.3077049;Dardo Rocha y La Pampa;287;Ida;1;1
-34.7088979;-58.3120662;Av Mitre y Neuquen;287;Ida;1;1
-34.7078042;-58.3131981;Av Mitre y Caviglia;287;Ida;1;1
-34.7059035;-58.3151990;Av Mitre y R Español;287;Ida;1;1
-34.7032266;-58.3160681;M Moreno y Las Flores;287;Ida;1;1
-34.7028253;-58.3185410;M Fierro y Mitre;287;Ida;1;1
-34.7039322;-58.3178759;Mitre y Onsari;287;Ida;1;1
-34.7048143;-58.3184499;Onsari y Brandsen;287;Ida;1;1
-34.7057845;-58.3195657;Onsari y Belgrano;287;Ida;1;1
-34.7077822;-58.3219206;Onsari y Solier;287;Ida;1;1
-34.7094227;-58.3238465;Onsari y Villegas;287;Ida;1;1
-34.7105031;-58.3251125;Onsari y Mansilla;287;Ida;1;1
-34.7112263;-58.3264321;Arredondo y Onsari;287;Ida;1;1
-34.7102164;-58.3277035;Arredondo y J Hernandez;287;Ida;1;1
-34.7084304;-58.3298439;Arredondo y Condarco;287;Ida;1;1
